movieId,title,genres,year,rated,runtime,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes
356,Forrest Gump,Comedy|Drama|Romance|War,1994,PG-13,142 min,Robert Zemeckis,Eric Roth (screenplay)|Winston Groom (novel),"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys","The presidencies of Kennedy and Johnson, Vietnam, Watergate, and other history unfold through the perspective of an Alabama man with an IQ of 75.",English,USA,Won 6 Oscars. Another 40 wins & 67 nominations.,8.8,1566365.0
3185,Snow Falling on Cedars,Drama,1999,PG-13,127 min,Scott Hicks,David Guterson (novel)|Ronald Bass (screenplay)|Scott Hicks (screenplay),"Ethan Hawke, Yûki Kudô, Reeve Carney, Anne Suzuki","A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.",English|German|Japanese,USA,Nominated for 1 Oscar. Another 5 wins & 9 nominations.,6.8,13119.0
25,Leaving Las Vegas,Drama|Romance,1995,R,111 min,Mike Figgis,John O'Brien (based upon the novel by)|Mike Figgis (screenplay by),"Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis","Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",English|Russian,France|UK|USA,Won 1 Oscar. Another 30 wins & 26 nominations.,7.5,105449.0
2112,Grand Canyon,Crime|Drama,1991,R,134 min,Lawrence Kasdan,Lawrence Kasdan|Meg Kasdan,"Danny Glover, Kevin Kline, Steve Martin, Mary McDonnell",Grand Canyon revolved around six residents from different backgrounds whose lives intertwine in modern-day Los Angeles. At the center of the film is the unlikely friendship of two men from ...,English,USA,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,6.9,13846.0
2858,American Beauty,Drama|Romance,1999,R,122 min,Sam Mendes,Alan Ball,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,English,USA,Won 5 Oscars. Another 104 wins & 100 nominations.,8.4,974483.0
1213,Goodfellas,Crime|Drama,1990,R,146 min,Martin Scorsese,Martin Scorsese (screenplay)|Nicholas Pileggi (book)|Nicholas Pileggi (screenplay),"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",English|Italian,USA,Won 1 Oscar. Another 43 wins & 37 nominations.,8.7,886287.0
3994,Unbreakable,Drama|Sci-Fi,2000,PG-13,106 min,M. Night Shyamalan,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark",A man learns something extraordinary about himself after a devastating accident.,English,USA,2 wins & 13 nominations.,7.3,328303.0
4055,Panic,Drama,2000,R,88 min,Henry Bromell,Henry Bromell,"William H. Macy, John Ritter, Neve Campbell, Donald Sutherland","Alex, a hit man, tries to get out of the family business, but his father won't let him do so. While seeking the help of a therapist, he meets a sexually charged 23-year-old woman with whom he falls in love.",English,USA,2 nominations.,6.8,7506.0
1912,Out of Sight,Comedy|Crime|Drama|Romance|Thriller,1998,R,123 min,Steven Soderbergh,Elmore Leonard (novel)|Scott Frank (screenplay),"George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone","A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",English,USA,Nominated for 2 Oscars. Another 13 wins & 12 nominations.,7.0,79090.0
6870,Mystic River,Crime|Drama|Mystery,2003,R,138 min,Clint Eastwood,Brian Helgeland (screenplay)|Dennis Lehane (novel),"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,English,Australia|USA,Won 2 Oscars. Another 53 wins & 142 nominations.,8.0,383089.0
1221,The Godfather: Part II,Crime|Drama,1974,R,202 min,Francis Ford Coppola,Francis Ford Coppola (screenplay by)|Mario Puzo (based on the novel by)|Mario Puzo (screenplay by),"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",English|Italian|Latin|Sicilian|Spanish,USA,Won 6 Oscars. Another 11 wins & 20 nominations.,9.0,974448.0
1289,Koyaanisqatsi,Documentary,1982,NOT RATED,86 min,Godfrey Reggio,Alton Walpole|Godfrey Reggio|Michael Hoenig|Ron Fricke,"Lou Dobbs, Ted Koppel","A collection of expertly photographed phenomena with no conventional plot. The footage focuses on nature, humanity and the relationship between them.",None,USA,5 wins & 1 nomination.,8.3,31325.0
21,Get Shorty,Comedy|Crime|Thriller,1995,R,105 min,Barry Sonnenfeld,Elmore Leonard (novel)|Scott Frank (screenplay),"John Travolta, Gene Hackman, Rene Russo, Danny DeVito","A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",English,USA,Won 1 Golden Globe. Another 5 wins & 15 nominations.,6.9,70139.0
3246,Malcolm X,Drama,1992,PG-13,202 min,Spike Lee,Alex Haley (book)|Arnold Perl (screenplay)|Malcolm X (book)|Spike Lee (screenplay),"Denzel Washington, Angela Bassett, Albert Hall, Al Freeman Jr.","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",English,Japan|USA,Nominated for 2 Oscars. Another 18 wins & 22 nominations.,7.7,74314.0
492,Manhattan Murder Mystery,Comedy|Mystery,1993,PG,104 min,Woody Allen,Marshall Brickman|Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen",A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,English,USA,Nominated for 1 Golden Globe. Another 3 nominations.,7.4,33350.0
866,Bound,Crime|Drama|Romance|Thriller,1996,R,109 min,Lana Wachowski|Lilly Wachowski,Lana Wachowski|Lilly Wachowski,"Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan","Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.",English|Italian,USA,8 wins & 13 nominations.,7.4,46477.0
3507,The Odd Couple,Comedy,1968,G,105 min,Gene Saks,Neil Simon (from the play by)|Neil Simon (screenplay),"Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman","Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",English,USA,Nominated for 2 Oscars. Another 3 wins & 7 nominations.,7.7,28721.0
2130,Atlantic City,Crime|Drama|Romance,1980,R,104 min,Louis Malle,John Guare,"Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli","In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",English|French,Canada|France,Nominated for 5 Oscars. Another 25 wins & 16 nominations.,7.4,13001.0
2352,The Big Chill,Comedy|Drama,1983,R,105 min,Lawrence Kasdan,Barbara Benedek|Lawrence Kasdan,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt",A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.,English,USA,Nominated for 3 Oscars. Another 3 wins & 5 nominations.,7.2,29651.0
3081,Sleepy Hollow,Fantasy|Horror|Mystery|Romance,1999,R,105 min,Tim Burton,"""Andrew Kevin Walker (screen story)|Andrew Kevin Walker (screenplay)|Kevin Yagher (screen story)|Washington Irving (story """"The Legend of Sleepy Hollow"""")""","Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon","Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.",English|Latin,Germany|USA,Won 1 Oscar. Another 23 wins & 39 nominations.,7.4,302552.0
1282,Fantasia,Animation|Children|Fantasy|Musical,1940,G,125 min,Ben Sharpsteen|Bill Roberts|David Hand|Ford Beebe Jr.|Hamilton Luske|James Algar|Jim Handley|Norman Ferguson|Paul Satterfield|Samuel Armstrong|T. Hee|Wilfred Jackson,Albert Heath (story development)|Arthur Heinemann (story development)|Bianca Majolie (story development)|Bill Peet (story development)|Campbell Grant (story development)|Carl Fallberg (story development)|Dick Huemer (story direction)|Elmer Plummer (story development)|Erdman Penner (story development)|Graham Heid (story development)|Joe Grant (story direction)|John McLeish (story development and research)|Joseph Sabo (story development)|Lee Blair (story development)|Leo Thiele (story development and research)|Norman Wright (story development)|Otto Englander (story development)|Perce Pearce (story development)|Phil Dike (story development)|Phil Dike (story development)|Robert Sterner (story development and research)|Sylvia Moberly-Holland (story development)|Vernon Stallings (story development)|Webb Smith (story development)|William Martin (story development and research),"Leopold Stokowski, Deems Taylor",A collection of animated interpretations of great works of Western classical music.,English,USA,8 wins & 1 nomination.,7.8,80987.0
1906,Mr. Jealousy,Comedy|Romance,1997,R,103 min,Noah Baumbach,Noah Baumbach,"Eric Stoltz, Annabella Sciorra, Chris Eigeman, Carlos Jacott",Lester is an occasional substitute teacher and he's very jealous. He is jealous about the last boyfriend of Lester's slightly wacky current partner Ramona - arrogant best-selling author ...,English,USA,N/A,6.5,1688.0
3396,The Muppet Movie,Adventure|Children|Comedy|Musical,1979,G,95 min,James Frawley,Jack Burns|Jerry Juhl,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",English,UK|USA,Nominated for 2 Oscars. Another 3 wins & 9 nominations.,7.6,28992.0
608,Fargo,Comedy|Crime|Drama|Thriller,1996,R,98 min,Ethan Coen|Joel Coen,Ethan Coen|Joel Coen,"William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd",Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,English,UK|USA,Won 2 Oscars. Another 79 wins & 59 nominations.,8.1,550751.0
899,Singin' in the Rain,Comedy|Musical|Romance,1952,G,103 min,Gene Kelly|Stanley Donen,Adolph Green (story by)|Betty Comden (story by),"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen",A silent film production company and cast make a difficult transition to sound.,English,USA,Nominated for 2 Oscars. Another 5 wins & 7 nominations.,8.3,192187.0
334,Vanya on 42nd Street,Drama,1994,PG,119 min,Louis Malle,Andre Gregory (screenplay)|Anton Chekhov (play)|David Mamet (play),"Phoebe Brand, Lynn Cohen, George Gaynes, Jerry Mayer","""New York actors rehearse Chekhov's """"Uncle Vanya"""" in a dilapidated theatre.""",English,USA,2 wins & 12 nominations.,7.4,3889.0
953,It's a Wonderful Life,Children|Drama|Fantasy|Romance,1946,PG,130 min,Frank Capra,Albert Hackett (screenplay)|Frances Goodrich (screenplay)|Frank Capra (screenplay)|Jo Swerling (additional scenes)|Philip Van Doren Stern (story),"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,English|French,USA,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,8.6,349071.0
1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997,R,138 min,Curtis Hanson,Brian Helgeland (screenplay)|Curtis Hanson (screenplay)|James Ellroy (novel),"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell","As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",English,USA,Won 2 Oscars. Another 85 wins & 82 nominations.,8.3,485384.0
534,Shadowlands,Drama|Romance,1993,PG,131 min,Richard Attenborough,William Nicholson (play)|William Nicholson (screenplay),"Julian Fellowes, Roddy Maude-Roxby, Michael Denison, Andrew Seear","C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets a spirited poet from the U.S.",English,UK,Nominated for 2 Oscars. Another 7 wins & 11 nominations.,7.4,15084.0
2427,The Thin Red Line,Action|Drama|War,1998,R,170 min,Terrence Malick,James Jones (novel)|Terrence Malick (screenplay),"Kirk Acevedo, Penelope Allen, Benjamin Green, Simon Billig","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",English|Greek|Japanese|Tok Pisin,USA,Nominated for 7 Oscars. Another 20 wins & 40 nominations.,7.6,158403.0
1953,The French Connection,Action|Crime|Thriller,1971,R,104 min,William Friedkin,Ernest Tidyman (screenplay by)|Robin Moore (based on the book by),"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco",A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,English|French,USA,Won 5 Oscars. Another 17 wins & 10 nominations.,7.8,97839.0
913,The Maltese Falcon,Film-Noir|Mystery,1941,NOT RATED,100 min,John Huston,Dashiell Hammett (based upon the novel by)|John Huston (screen play by),"Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",English,USA,Nominated for 3 Oscars. Another 4 wins.,8.1,138564.0
3145,Cradle Will Rock,Drama,1999,R,132 min,Tim Robbins,Tim Robbins,"Hank Azaria, Rubén Blades, Joan Cusack, John Cusack","A true story of politics and art in the 1930s U.S., focusing on a leftist musical drama and attempts to stop its production.",English|Italian,USA,5 wins & 7 nominations.,6.9,8415.0
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977,PG,121 min,George Lucas,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",English,USA,Won 6 Oscars. Another 50 wins & 28 nominations.,8.6,1099272.0
1730,Kundun,Drama,1997,PG-13,134 min,Martin Scorsese,Melissa Mathison,"Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin, Tenzin Yeshi Paichang","From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.",English|Mandarin|Tibetan,Monaco|Morocco|USA,Nominated for 4 Oscars. Another 7 wins & 8 nominations.,7.0,23950.0
2917,Body Heat,Crime|Thriller,1981,R,113 min,Lawrence Kasdan,Lawrence Kasdan,"William Hurt, Kathleen Turner, Richard Crenna, Ted Danson","In the midst of a searing Florida heat wave, a woman persuades her lover, a small-town lawyer, to murder her rich husband.",English,USA,Nominated for 1 Golden Globe. Another 5 nominations.,7.4,27166.0
2028,Saving Private Ryan,Action|Drama|War,1998,R,169 min,Steven Spielberg,Robert Rodat,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Czech|English|French|German,USA,Won 5 Oscars. Another 74 wins & 74 nominations.,8.6,1084736.0
910,Some Like It Hot,Comedy|Crime,1959,NOT RATED,121 min,Billy Wilder,Billy Wilder (screenplay)|I.A.L. Diamond (screenplay)|Michael Logan (suggested by a story by)|Robert Thoeren (suggested by a story by),"Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft","When two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",English,USA,Won 1 Oscar. Another 9 wins & 13 nominations.,8.2,215526.0
1228,Raging Bull,Drama,1980,R,129 min,Martin Scorsese,Jake LaMotta (based on the book by)|Joseph Carter (with)|Mardik Martin (screenplay)|Paul Schrader (screenplay)|Peter Savage (with),"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent","The life of boxer Jake LaMotta, as the violence and temper that leads him to the top in the ring destroys his life outside of it.",English,USA,Won 2 Oscars. Another 22 wins & 26 nominations.,8.2,282808.0
2946,Help!,Comedy|Musical,1965,G,92 min,Richard Lester,Charles Wood (screenplay)|Marc Behm (screenplay)|Marc Behm (story),"The Beatles, Leo McKern, Eleanor Bron, Victor Spinetti",Ringo finds himself the human sacrifice target of a cult and the band must try to protect him from it.,English,UK,Nominated for 2 BAFTA Film Awards. Another 3 nominations.,7.3,15488.0
1285,Heathers,Comedy,1988,R,103 min,Michael Lehmann,Daniel Waters,"Winona Ryder, Christian Slater, Shannen Doherty, Lisanne Falk","In order to get out of the snobby clique that is destroying her good-girl reputation, an intelligent teen teams up with a dark sociopath in a plot to kill the cool kids.",English,USA,3 wins & 11 nominations.,7.3,76133.0
2303,Nashville,Drama|Musical,1975,R,160 min,Robert Altman,Joan Tewkesbury,"David Arkin, Barbara Baxley, Ned Beatty, Karen Black","Over the course of a few hectic days, numerous interrelated people prepare for a political convention as secrets and lies are surfaced and revealed.",English,USA,Won 1 Oscar. Another 22 wins & 25 nominations.,7.8,20668.0
1958,Terms of Endearment,Comedy|Drama,1983,PG,132 min,James L. Brooks,James L. Brooks (screenplay)|Larry McMurtry (based on the novel by),"Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito","Follows hard-to-please Aurora looking for love, and her daughter's family problems.",English,USA,Won 5 Oscars. Another 27 wins & 18 nominations.,7.4,48677.0
4056,The Pledge,Crime|Drama|Mystery|Thriller,2001,R,124 min,Sean Penn,Friedrich Dürrenmatt (book)|Jerzy Kromolowski (screenplay)|Mary Olson-Kromolowski (screenplay),"Patricia Clarkson, Beau Daniels, Benicio Del Toro, Dale Dickey",A retiring police chief pledges to catch the killer of a young child.,English,USA,1 win & 6 nominations.,6.8,48929.0
1086,Dial M for Murder,Crime|Mystery|Thriller,1954,PG,105 min,Alfred Hitchcock,Frederick Knott (adapted from his play)|Frederick Knott (screen play),"Ray Milland, Grace Kelly, Robert Cummings, John Williams",A tennis player frames his unfaithful wife for first-degree murder after she inadvertently hinders his plan to kill her.,English,USA,Nominated for 1 BAFTA Film Award. Another 3 wins & 2 nominations.,8.2,138240.0
2065,The Purple Rose of Cairo,Comedy|Drama|Fantasy|Romance,1985,PG,82 min,Woody Allen,Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello, Irving Metzman","In New Jersey in 1935, a movie character walks off the screen and into the real world.",English,USA,Nominated for 1 Oscar. Another 14 wins & 14 nominations.,7.7,42331.0
2762,The Sixth Sense,Drama|Horror|Mystery,1999,PG-13,107 min,M. Night Shyamalan,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",A boy who communicates with spirits seeks the help of a disheartened child psychologist.,English|Latin|Spanish,USA,Nominated for 6 Oscars. Another 32 wins & 48 nominations.,8.1,831170.0
2890,Three Kings,Action|Adventure|Comedy|Drama|War,1999,R,114 min,David O. Russell,David O. Russell (screenplay)|John Ridley (story),"George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",Arabic|English,USA,8 wins & 19 nominations.,7.1,150993.0
909,The Apartment,Comedy|Drama|Romance,1960,NOT RATED,125 min,Billy Wilder,Billy Wilder|I.A.L. Diamond,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston","A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",English,USA,Won 5 Oscars. Another 19 wins & 8 nominations.,8.3,140302.0
1954,Rocky,Drama,1976,PG,120 min,John G. Avildsen,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,English,USA,Won 3 Oscars. Another 17 wins & 21 nominations.,8.1,462407.0
3160,Magnolia,Drama,1999,R,188 min,Paul Thomas Anderson,Paul Thomas Anderson,"Pat Healy, Genevieve Zweig, Mark Flanagan, Neil Flynn","An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",English|French|German,USA,Nominated for 3 Oscars. Another 28 wins & 53 nominations.,8.0,266636.0
5060,MASH,Comedy|Drama|War,1970,R,116 min,Robert Altman,Richard Hooker (from the novel by)|Ring Lardner Jr. (screenplay),"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,English|Japanese|Korean,USA,Won 1 Oscar. Another 14 wins & 25 nominations.,7.6,62498.0
905,It Happened One Night,Comedy|Romance,1934,NOT RATED,105 min,Frank Capra,Robert Riskin (screen play)|Samuel Hopkins Adams (based on the short story by),"Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,English,USA,Won 5 Oscars. Another 5 wins & 2 nominations.,8.1,83309.0
2144,,,,,,,,,,,,,,
2276,A Soldier's Daughter Never Cries,Drama,1998,R,127 min,James Ivory,James Ivory (screenplay)|Kaylie Jones (novel)|Ruth Prawer Jhabvala (screenplay),"Kris Kristofferson, Barbara Hershey, Leelee Sobieski, Jane Birkin","This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful...",English|French,France|UK|USA,4 nominations.,6.9,2186.0
6016,City of God,Action|Adventure|Crime|Drama|Thriller,2002,R,130 min,Fernando Meirelles|Kátia Lund(co-director),Bráulio Mantovani (screenplay)|Paulo Lins (novel),"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva","In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",Portuguese,Brazil|France,Nominated for 4 Oscars. Another 66 wins & 38 nominations.,8.6,633723.0
1571,When the Cat's Away,Comedy|Romance,1996,R,91 min,Cédric Klapisch,Cédric Klapisch,"Garance Clavel, Zinedine Soualem, Renée Le Calm, Olivier Py","Chloe, a young woman, is going on holidays. She entrusts her beloved cat to Madame Renée's care. But one day Madame Renée (an old lady of the neighborhood) can not find the cat. Chloe ...",French,France,1 win & 4 nominations.,6.8,3020.0
281,Nobody's Fool,Comedy|Drama|Romance,1994,R,110 min,Robert Benton,Richard Russo (novel)|Robert Benton (screenplay),"Paul Newman, Jessica Tandy, Bruce Willis, Melanie Griffith",A stubborn man past his prime reflects on his life of strict independence and seeks more out of himself.,English,USA,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,7.4,16726.0
2883,Mumford,Comedy|Drama,1999,R,112 min,Lawrence Kasdan,Lawrence Kasdan,"Loren Dean, Hope Davis, Jason Lee, Alfre Woodard","In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past.",English,USA,1 win & 1 nomination.,6.9,8484.0
2243,Broadcast News,Comedy|Drama|Romance,1987,R,133 min,James L. Brooks,James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky","Take two rival television reporters: one handsome, one talented, both male. Add one Producer, female. Mix well, and watch the sparks fly.",English|French|German|Spanish,USA,Nominated for 7 Oscars. Another 13 wins & 16 nominations.,7.2,24273.0
3989,One Day in September,Documentary,1999,R,94 min,Kevin Macdonald,N/A,"Michael Douglas, Ankie Spitzer, Jamal Al Gashey, Gerald Seymour",The Palestinian terrorist group Black September holds Israeli athletes hostage at the 1972 Summer Olympic Games in Munich.,English|German,Germany|Switzerland|UK,Won 1 Oscar. Another 3 wins & 6 nominations.,7.9,5250.0
2696,Le Dîner de Cons,Comedy,1998,PG-13,80 min,Francis Veber,Francis Veber,"Thierry Lhermitte, Jacques Villeret, Francis Huster, Daniel Prévost","To amuse themselves at a weekly dinner, a few well-heeled folk each bring a dimwit along who is to talk about his pastime. Each member seeks to introduce a champion dumbbell. Pierre, an ...",French,France,5 wins & 4 nominations.,7.7,33570.0
2997,Being John Malkovich,Comedy|Drama|Fantasy,1999,R,113 min,Spike Jonze,Charlie Kaufman,"John Cusack, Cameron Diaz, Ned Bellamy, Eric Weinstein",A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,English,USA,Nominated for 3 Oscars. Another 48 wins & 75 nominations.,7.8,285563.0
3134,La Grande Illusion,Drama|War,1937,NOT RATED,113 min,Jean Renoir,Charles Spaak (scenario and dialogue)|Jean Renoir (scenario and dialogue),"Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim","During the First World War, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are sent to a seemingly impenetrable fortress which seems impossible to escape from.",English|French|German|Russian,France,Nominated for 1 Oscar. Another 6 wins & 1 nomination.,8.1,30709.0
1674,Witness,Drama|Romance|Thriller,1985,R,112 min,Peter Weir,Earl W. Wallace (screenplay by)|Earl W. Wallace (story by)|Pamela Wallace (story by)|William Kelley (screenplay by)|William Kelley (story by),"Harrison Ford, Kelly McGillis, Josef Sommer, Lukas Haas",A young Amish boy is sole witness to a murder; policeman John Book goes into hiding in Amish country to protect him until the trial.,English|German,USA,Won 2 Oscars. Another 11 wins & 25 nominations.,7.4,77075.0
2186,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,1951,PG,101 min,Alfred Hitchcock,Czenzi Ormonde (screen play)|Patricia Highsmith (from the novel by)|Raymond Chandler (screen play)|Whitfield Cook (adaptation),"Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll",A psychotic socialite attempts to force an amateur tennis star to comply with his theory that two complete strangers can get away with reciprocal murders.,English|French,USA,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,8.0,112505.0
3363,American Graffiti,Comedy|Drama,1973,PG,110 min,George Lucas,George Lucas|Gloria Katz|Willard Huyck,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith",A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,English,USA,Nominated for 5 Oscars. Another 9 wins & 8 nominations.,7.5,73218.0
2969,A Man and a Woman,Drama|Romance,1966,NOT RATED,102 min,Claude Lelouch,Pierre Uytterhoeven,"Anouk Aimée, Jean-Louis Trintignant, Pierre Barouh, Valérie Lagrange","A widow and a widower find their relationship developing into love, but their past tragedies prove hard to overcome, causing them to proceed with utmost delicacy.",English|French|Spanish,France,Won 2 Oscars. Another 11 wins & 10 nominations.,7.6,8328.0
1411,Hamlet,Crime|Drama|Romance,1996,PG-13,242 min,Kenneth Branagh,Kenneth Branagh (screenplay)|William Shakespeare (play),"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",English,UK|USA,Nominated for 4 Oscars. Another 9 wins & 20 nominations.,7.8,33767.0
2289,The Player,Comedy|Crime|Drama,1992,R,124 min,Robert Altman,Michael Tolkin (novel)|Michael Tolkin (screenplay),"Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg","A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",English,USA,Nominated for 3 Oscars. Another 24 wins & 29 nominations.,7.6,48747.0
1013,The Parent Trap,Children|Comedy|Romance,1961,PASSED,129 min,David Swift,David Swift (written for the screen by)|Erich Kästner (book),"Hayley Mills, Maureen O'Hara, Brian Keith, Charles Ruggles",Teenage twin sisters swap places and scheme to reunite their divorced parents.,English,USA,Nominated for 2 Oscars. Another 2 wins & 6 nominations.,7.1,16676.0
4019,Finding Forrester,Drama,2000,PG-13,136 min,Gus Van Sant,Mike Rich,"Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin",A young writing prodigy finds a mentor in a reclusive author.,English|German,USA,5 wins & 13 nominations.,7.3,78457.0
745,A Close Shave,Animation|Children|Comedy,1995,NOT RATED,30 min,Nick Park,Bob Baker|Nick Park,"Peter Sallis, Anne Reid","Wallace falls for Wendolene, a wool shop owner, while Gromit is framed for the sheep rustling.",English,UK,Won 1 Oscar. Another 18 wins.,8.2,35143.0
